new_idx,idx,cont_type,cont_target,cont_id,stimuli,logprob
0,1,lexical overlap,arc,1,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Which restaurant was it?""",-4.30631685256958
1,1,lexical overlap,arc,2,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I didn't know the governor likes Greek food.""",-3.8067991733551025
2,1,lexical overlap,arc,3,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Where was the restaurant located?""",-4.316272258758545
3,1,lexical overlap,arc,4,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Was it only the governor, or were there other people as well?""",-3.827496290206909
4,1,lexical overlap,arc,5,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Is any of them Greek?""",-4.590810775756836
5,1,situational inference,arc,6,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Did they take a picture together?""",-4.19703483581543
6,1,situational inference,arc,7,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I wonder if they talked about educational policies.""",-4.265498638153076
7,1,situational inference,arc,8,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I thought the two were incompatible.""",-4.333288669586182
8,1,situational inference,arc,9,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I can see that the election season is coming up.""",-4.129145622253418
9,1,situational inference,arc,10,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you know if it was a coincidence?""",-4.122828483581543
10,1,event association,arc,11,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""When did the meeting happen?""",-4.335139751434326
11,1,event association,arc,12,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Why did they meet up in the first place?""",-3.9298102855682373
12,1,event association,arc,13,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""How did the meeting go?""",-4.158267498016357
13,1,event association,arc,14,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Remind me what kind of meeting this was.""",-4.124374866485596
14,1,event association,arc,15,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""That's cool, imagine bumping into a public figure!""",-4.3433990478515625
15,1,lexical overlap,mc,1,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""That kind of humor help us survive in this rough world.""",-4.108852386474609
16,1,lexical overlap,mc,2,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you like humorous people?""",-4.415298938751221
17,1,lexical overlap,mc,3,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Haha, to be fair, doesn't he find humor in any situations?""",-3.845258951187134
18,1,lexical overlap,mc,4,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Humor is difficult to find when you're down, that's quite impressive.""",-4.051011562347412
19,1,lexical overlap,mc,5,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""He must have lots of humorous friends.""",-4.214114665985107
20,1,situational inference,mc,6,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""No wonder why people like to be around that teacher!""",-4.22362756729126
21,1,situational inference,mc,7,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you know if spending lots of time with students would have helped?""",-4.165721416473389
22,1,situational inference,mc,8,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I bet that makes the classroom environment much better!""",-4.213484764099121
23,1,situational inference,mc,9,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you think that kind of personality just comes naturally?""",-4.146554470062256
24,1,situational inference,mc,10,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""How do you think he keeps that attitude?""",-4.139138698577881
25,1,event association,mc,11,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""That's a really good attitude to keep.""",-4.008594512939453
26,1,event association,mc,12,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you to have that kind of positive mindset?""",-4.37889289855957
27,1,event association,mc,13,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I would rather be grumpy.""",-4.303353786468506
