new_idx,idx,cont_type,cont_target,cont_id,stimuli,logprob
0,1,lexical overlap,arc,1,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Which restaurant was it?""",-4.343682289123535
1,1,lexical overlap,arc,2,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I didn't know the governor likes Greek food.""",-3.887115478515625
2,1,lexical overlap,arc,3,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Where was the restaurant located?""",-4.273168087005615
3,1,lexical overlap,arc,4,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Was it only the governor, or were there other people as well?""",-3.841120481491089
4,1,lexical overlap,arc,5,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Is any of them Greek?""",-4.508331298828125
5,1,situational inference,arc,6,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Did they take a picture together?""",-4.220248699188232
6,1,situational inference,arc,7,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I wonder if they talked about educational policies.""",-4.304994106292725
7,1,situational inference,arc,8,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I thought the two were incompatible.""",-4.328752517700195
8,1,situational inference,arc,9,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I can see that the election season is coming up.""",-4.139406681060791
9,1,situational inference,arc,10,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you know if it was a coincidence?""",-4.16330099105835
10,1,event association,arc,11,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""When did the meeting happen?""",-4.371730327606201
11,1,event association,arc,12,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Why did they meet up in the first place?""",-3.9979655742645264
12,1,event association,arc,13,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""How did the meeting go?""",-4.207852363586426
13,1,event association,arc,14,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Remind me what kind of meeting this was.""",-4.146938323974609
14,1,event association,arc,15,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""That's cool, imagine bumping into a public figure!""",-4.343976020812988
15,1,lexical overlap,mc,1,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""That kind of humor help us survive in this rough world.""",-4.182805061340332
16,1,lexical overlap,mc,2,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you like humorous people?""",-4.472341060638428
17,1,lexical overlap,mc,3,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Haha, to be fair, doesn't he find humor in any situations?""",-3.921405553817749
18,1,lexical overlap,mc,4,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Humor is difficult to find when you're down, that's quite impressive.""",-4.078244686126709
19,1,lexical overlap,mc,5,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""He must have lots of humorous friends.""",-4.279141902923584
20,1,situational inference,mc,6,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""No wonder why people like to be around that teacher!""",-4.312855243682861
21,1,situational inference,mc,7,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you know if spending lots of time with students would have helped?""",-4.256901264190674
22,1,situational inference,mc,8,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I bet that makes the classroom environment much better!""",-4.3070597648620605
23,1,situational inference,mc,9,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you think that kind of personality just comes naturally?""",-4.126080513000488
24,1,situational inference,mc,10,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""How do you think he keeps that attitude?""",-4.188017845153809
25,1,event association,mc,11,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""That's a really good attitude to keep.""",-4.070176124572754
26,1,event association,mc,12,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you to have that kind of positive mindset?""",-4.432246208190918
27,1,event association,mc,13,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I would rather be grumpy.""",-4.3523383140563965
28,1,event association,mc,14,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Well, I value people expressing anger than just trying to be positive.""",-4.522084712982178
29,1,event association,mc,15,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""That's the mindset we need when there are so many crazy things happening in this world.""",-3.743543863296509
30,2,lexical overlap,arc,1,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""At which bank?""",-4.165980815887451
31,2,lexical overlap,arc,2,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""She opened another account?""",-4.127320766448975
32,2,lexical overlap,arc,3,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""I don't know why people get new bank accounts.""",-3.5901763439178467
33,2,lexical overlap,arc,4,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""Why did it have to be today?""",-3.8110604286193848
34,2,lexical overlap,arc,5,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""Opening a new bank accounts sounds like a lot of work.""",-3.610452651977539
35,2,situational inference,arc,6,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""She was supposed to go to the City Hall for an interview!""",-3.7687478065490723
36,2,situational inference,arc,7,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""I believe that was part of her work writing that news article.""",-3.8393096923828125
37,2,situational inference,arc,8,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""Do you know if it was for work, or for her personal use?""",-3.5192759037017822
38,2,situational inference,arc,9,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""I hope she remembers the passcode this time.""",-3.939275026321411
39,2,situational inference,arc,10,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""No way, she doesn't even know how to unlock her phone.""",-3.5651586055755615
40,2,event association,arc,11,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""I heard that she bought some stocks, too.""",-3.8181610107421875
41,2,event association,arc,12,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""Do you think she's trying to save more money?""",-3.663395643234253
42,2,event association,arc,13,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""I wonder how long that process took.""",-3.878034830093384
43,2,event association,arc,14,"Adrian said, ""The reporter, who opened a new bank account today, volunteers regularly at a local church."" Autumn replied, ""Was there a good deal on the interest rate?""",-3.976438045501709
