new_idx,idx,cont_type,cont_target,cont_id,stimuli,logprob
0,1,lexical overlap,arc,1,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Which restaurant was it?""",-4.795576572418213
1,1,lexical overlap,arc,2,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I didn't know the governor likes Greek food.""",-4.27679443359375
2,1,lexical overlap,arc,3,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Where was the restaurant located?""",-4.745707988739014
3,1,lexical overlap,arc,4,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Was it only the governor, or were there other people as well?""",-4.08193826675415
4,1,lexical overlap,arc,5,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Is any of them Greek?""",-4.809419631958008
5,1,situational inference,arc,6,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Did they take a picture together?""",-4.637777328491211
6,1,situational inference,arc,7,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I wonder if they talked about educational policies.""",-4.627822399139404
7,1,situational inference,arc,8,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I thought the two were incompatible.""",-4.624548435211182
8,1,situational inference,arc,9,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""I can see that the election season is coming up.""",-4.304544925689697
9,1,situational inference,arc,10,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you know if it was a coincidence?""",-4.319100379943848
10,1,event association,arc,11,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""When did the meeting happen?""",-4.612678050994873
11,1,event association,arc,12,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Why did they meet up in the first place?""",-4.271470069885254
12,1,event association,arc,13,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""How did the meeting go?""",-4.483843803405762
13,1,event association,arc,14,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Remind me what kind of meeting this was.""",-4.4736552238464355
14,1,event association,arc,15,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""That's cool, imagine bumping into a public figure!""",-4.683004856109619
15,1,lexical overlap,mc,1,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""That kind of humor help us survive in this rough world.""",-4.469920635223389
16,1,lexical overlap,mc,2,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Do you like humorous people?""",-4.5221452713012695
17,1,lexical overlap,mc,3,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Haha, to be fair, doesn't he find humor in any situations?""",-4.099728584289551
18,1,lexical overlap,mc,4,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""Humor is difficult to find when you're down, that's quite impressive.""",-4.2910075187683105
19,1,lexical overlap,mc,5,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""He must have lots of humorous friends.""",-4.452790260314941
20,1,situational inference,mc,6,"Erika said, ""The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations."" Cameron replied, ""No wonder why people like to be around that teacher!""",-4.668924808502197
